id,title,journal-ref,abstract,categories,update_date,authors_parsed,cs_categories
2404.01329,"Unraveling the Dynamics of Television Debates and Social Media
  Engagement: Insights from an Indian News Show",,"  The relationship between television shows and social media has become
increasingly intertwined in recent years. Social media platforms, particularly
Twitter, have emerged as significant sources of public opinion and discourse on
topics discussed in television shows. In India, news debates leverage the
popularity of social media to promote hashtags and engage users in discussions
and debates on a daily basis.
  This paper focuses on the analysis of one of India's most prominent and
widely-watched TV news debate shows: ""Arnab Goswami-The Debate"". The study
examines the content of the show by analyzing the hashtags used to promote it
and the social media data corresponding to these hashtags. The findings reveal
that the show exhibits a strong bias towards the ruling Bharatiya Janata Party
(BJP), with over 60% of the debates featuring either pro-BJP or anti-opposition
content. Social media support for the show primarily comes from BJP supporters.
Notably, BJP leaders and influencers play a significant role in promoting the
show on social media, leveraging their existing networks and resources to
artificially trend specific hashtags. Furthermore, the study uncovers a
reciprocal flow of information between the TV show and social media. We find
evidence that the show's choice of topics is linked to social media posts made
by party workers, suggesting a dynamic interplay between traditional media and
online platforms.
  By exploring the complex interaction between television debates and social
media support, this study contributes to a deeper understanding of the evolving
relationship between these two domains in the digital age. The findings hold
implications for media researchers and practitioners, offering insights into
the ways in which social media can influence traditional media and vice versa.
",cs.SI,2024-04-03,"[['Garimella', 'Kiran', ''], ['Datta', 'Abhilash', '']]",cs.SI
2405.16114,"Multi-scale Quaternion CNN and BiGRU with Cross Self-attention Feature
  Fusion for Fault Diagnosis of Bearing",,"  In recent years, deep learning has led to significant advances in bearing
fault diagnosis (FD). Most techniques aim to achieve greater accuracy. However,
they are sensitive to noise and lack robustness, resulting in insufficient
domain adaptation and anti-noise ability. The comparison of studies reveals
that giving equal attention to all features does not differentiate their
significance. In this work, we propose a novel FD model by integrating
multi-scale quaternion convolutional neural network (MQCNN), bidirectional
gated recurrent unit (BiGRU), and cross self-attention feature fusion (CSAFF).
We have developed innovative designs in two modules, namely MQCNN and CSAFF.
Firstly, MQCNN applies quaternion convolution to multi-scale architecture for
the first time, aiming to extract the rich hidden features of the original
signal from multiple scales. Then, the extracted multi-scale information is
input into CSAFF for feature fusion, where CSAFF innovatively incorporates
cross self-attention mechanism to enhance discriminative interaction
representation within features. Finally, BiGRU captures temporal dependencies
while a softmax layer is employed for fault classification, achieving accurate
FD. To assess the efficacy of our approach, we experiment on three public
datasets (CWRU, MFPT, and Ottawa) and compare it with other excellent methods.
The results confirm its state-of-the-art, which the average accuracies can
achieve up to 99.99%, 100%, and 99.21% on CWRU, MFPT, and Ottawa datasets.
Moreover, we perform practical tests and ablation experiments to validate the
efficacy and robustness of the proposed approach. Code is available at
https://github.com/mubai011/MQCCAF.
",cs.AI cs.CV cs.LG,2024-05-31,"[['Liu', 'Huanbai', ''], ['Zhang', 'Fanlong', ''], ['Tan', 'Yin', ''], ['Huang', 'Lian', ''], ['Li', 'Yan', ''], ['Huang', 'Guoheng', ''], ['Luo', 'Shenghong', ''], ['Zeng', 'An', '']]",cs.AI cs.CV cs.LG
2410.04917,"Why am I seeing this: Democratizing End User Auditing for Online Content
  Recommendations",,"  Personalized recommendation systems tailor content based on user attributes,
which are either provided or inferred from private data. Research suggests that
users often hypothesize about reasons behind contents they encounter (e.g., ""I
see this jewelry ad because I am a woman""), but they lack the means to confirm
these hypotheses due to the opaqueness of these systems. This hinders informed
decision-making about privacy and system use and contributes to the lack of
algorithmic accountability. To address these challenges, we introduce a new
interactive sandbox approach. This approach creates sets of synthetic user
personas and corresponding personal data that embody realistic variations in
personal attributes, allowing users to test their hypotheses by observing how a
website's algorithms respond to these personas. We tested the sandbox in the
context of targeted advertisement. Our user study demonstrates its usability,
usefulness, and effectiveness in empowering end-user auditing in a case study
of targeting ads.
",cs.HC,2024-10-08,"[['Chen', 'Chaoran', ''], ['Li', 'Leyang', ''], ['Cao', 'Luke', ''], ['Ye', 'Yanfang', ''], ['Li', 'Tianshi', ''], ['Yao', 'Yaxing', ''], ['Li', 'Toby Jia-jun', '']]",cs.HC
2411.13280,"Structure-Based Molecule Optimization via Gradient-Guided Bayesian
  Update",,"  Structure-based molecule optimization (SBMO) aims to optimize molecules with
both continuous coordinates and discrete types against protein targets. A
promising direction is to exert gradient guidance on generative models given
its remarkable success in images, but it is challenging to guide discrete data
and risks inconsistencies between modalities. To this end, we leverage a
continuous and differentiable space derived through Bayesian inference,
presenting Molecule Joint Optimization (MolJO), the first gradient-based SBMO
framework that facilitates joint guidance signals across different modalities
while preserving SE(3)-equivariance. We introduce a novel backward correction
strategy that optimizes within a sliding window of the past histories, allowing
for a seamless trade-off between explore-and-exploit during optimization. Our
proposed MolJO achieves state-of-the-art performance on CrossDocked2020
benchmark (Success Rate 51.3% , Vina Dock -9.05 and SA 0.78), more than 4x
improvement in Success Rate compared to the gradient-based counterpart, and 2x
""Me-Better"" Ratio as much as 3D baselines. Furthermore, we extend MolJO to a
wide range of optimization settings, including multi-objective optimization and
challenging tasks in drug design such as R-group optimization and scaffold
hopping, further underscoring its versatility and potential.
",q-bio.BM cs.AI,2024-11-22,"[['Qiu', 'Keyue', ''], ['Song', 'Yuxuan', ''], ['Yu', 'Jie', ''], ['Ma', 'Hongbo', ''], ['Cao', 'Ziyao', ''], ['Zhang', 'Zhilong', ''], ['Wu', 'Yushuai', ''], ['Zheng', 'Mingyue', ''], ['Zhou', 'Hao', ''], ['Ma', 'Wei-Ying', '']]",cs.AI
2405.09886,"MTLComb: multi-task learning combining regression and classification
  tasks for joint feature selection",,"  Multi-task learning (MTL) is a learning paradigm that enables the
simultaneous training of multiple communicating algorithms. Although MTL has
been successfully applied to ether regression or classification tasks alone,
incorporating mixed types of tasks into a unified MTL framework remains
challenging, primarily due to variations in the magnitudes of losses associated
with different tasks. This challenge, particularly evident in MTL applications
with joint feature selection, often results in biased selections. To overcome
this obstacle, we propose a provable loss weighting scheme that analytically
determines the optimal weights for balancing regression and classification
tasks. This scheme significantly mitigates the otherwise biased feature
selection. Building upon this scheme, we introduce MTLComb, an MTL algorithm
and software package encompassing optimization procedures, training protocols,
and hyperparameter estimation procedures. MTLComb is designed for learning
shared predictors among tasks of mixed types. To showcase the efficacy of
MTLComb, we conduct tests on both simulated data and biomedical studies
pertaining to sepsis and schizophrenia.
",cs.LG cs.AI q-bio.BM,2024-05-17,"[['Cao', 'Han', ''], ['Rajan', 'Sivanesan', ''], ['Hahn', 'Bianka', ''], ['Kocak', 'Ersoy', ''], ['Durstewitz', 'Daniel', ''], ['Schwarz', 'Emanuel', ''], ['Schneider-Lindner', 'Verena', '']]",cs.LG cs.AI
2202.12014,"TriggerCit: Early Flood Alerting using Twitter and Geolocation -- a
  comparison with alternative sources",,"  Rapid impact assessment in the immediate aftermath of a natural disaster is
essential to provide adequate information to international organisations, local
authorities, and first responders. Social media can support emergency response
with evidence-based content posted by citizens and organisations during ongoing
events. In the paper, we propose TriggerCit: an early flood alerting tool with
a multilanguage approach focused on timeliness and geolocation. The paper
focuses on assessing the reliability of the approach as a triggering system,
comparing it with alternative sources for alerts, and evaluating the quality
and amount of complementary information gathered. Geolocated visual evidence
extracted from Twitter by TriggerCit was analysed in two case studies on floods
in Thailand and Nepal in 2021.
",cs.CY,2022-03-08,"[['Bono', 'Carlo', '', '4\n  and 5'], ['Pernici', 'Barbara', '', '4\n  and 5'], ['Fernandez-Marquez', 'Jose Luis', '', '4\n  and 5'], ['Shankar', 'Amudha Ravi', '', '4\n  and 5'], ['Mülâyim', 'Mehmet Oğuz', '', '4\n  and 5'], ['Nemni', 'Edoardo', '', '4\n  and 5']]",cs.CY
2406.10989,"Predicting the Understandability of Computational Notebooks through Code
  Metrics Analysis",,"  Computational notebooks have become the primary coding environment for data
scientists. However, research on their code quality is still emerging, and the
code shared is often of poor quality. Given the importance of maintenance and
reusability, understanding the metrics that affect notebook code
comprehensibility is crucial. Code understandability, a qualitative variable,
is closely tied to user opinions. Traditional approaches to measuring it either
use limited questionnaires to review a few code pieces or rely on metadata such
as likes and votes in software repositories. Our approach enhances the
measurement of Jupyter notebook understandability by leveraging user comments
related to code understandability. As a case study, we used 542,051 Kaggle
Jupyter notebooks from our previous research, named DistilKaggle. We employed a
fine-tuned DistilBERT transformer to identify user comments associated with
code understandability. We established a criterion called User Opinion Code
Understandability (UOCU), which considers the number of relevant comments,
upvotes on those comments, total notebook views, and total notebook upvotes.
UOCU proved to be more effective than previous methods. Furthermore, we trained
machine learning models to predict notebook code understandability based solely
on their metrics. We collected 34 metrics for 132,723 final notebooks as
features in our dataset, using UOCU as the label. Our predictive model, using
the Random Forest classifier, achieved 89% accuracy in predicting the
understandability levels of computational notebooks.
",cs.SE cs.AI,2024-06-18,"[['Ghahfarokhi', 'Mojtaba Mostafavi', ''], ['Asadi', 'Alireza', ''], ['Asgari', 'Arash', ''], ['Mohammadi', 'Bardia', ''], ['Rizi', 'Masih Beigi', ''], ['Heydarnoori', 'Abbas', '']]",cs.SE cs.AI
2108.12647,An axiomatic characterization of mutual information,,"  We characterize mutual information as the unique map on ordered pairs of
random variables satisfying a set of axioms similar to those of Faddeev's
characterization of the Shannon entropy. There is a new axiom in our
characterization however which has no analogue for Shannon entropy, based on
the notion of a Markov triangle, which may be thought of as a composition of
communication channels for which conditional entropy acts functorially. Our
proofs are coordinate-free in the sense that no logarithms appear in our
calculations.
",cs.IT math.IT math.PR,2022-11-30,"[['Fullwood', 'James', '']]",cs.IT
2106.04437,"Adversarial Training for Machine Reading Comprehension with Virtual
  Embeddings","Proceedings of *SEM 2021: The Tenth Joint Conference on Lexical
  and Computational Semantics","  Adversarial training (AT) as a regularization method has proved its
effectiveness on various tasks. Though there are successful applications of AT
on some NLP tasks, the distinguishing characteristics of NLP tasks have not
been exploited. In this paper, we aim to apply AT on machine reading
comprehension (MRC) tasks. Furthermore, we adapt AT for MRC tasks by proposing
a novel adversarial training method called PQAT that perturbs the embedding
matrix instead of word vectors. To differentiate the roles of passages and
questions, PQAT uses additional virtual P/Q-embedding matrices to gather the
global perturbations of words from passages and questions separately. We test
the method on a wide range of MRC tasks, including span-based extractive RC and
multiple-choice RC. The results show that adversarial training is effective
universally, and PQAT further improves the performance.
",cs.CL,2021-11-29,"[['Yang', 'Ziqing', ''], ['Cui', 'Yiming', ''], ['Si', 'Chenglei', ''], ['Che', 'Wanxiang', ''], ['Liu', 'Ting', ''], ['Wang', 'Shijin', ''], ['Hu', 'Guoping', '']]",cs.CL
2307.04054,Deep Unsupervised Learning Using Spike-Timing-Dependent Plasticity,,"  Spike-Timing-Dependent Plasticity (STDP) is an unsupervised learning
mechanism for Spiking Neural Networks (SNNs) that has received significant
attention from the neuromorphic hardware community. However, scaling such local
learning techniques to deeper networks and large-scale tasks has remained
elusive. In this work, we investigate a Deep-STDP framework where a rate-based
convolutional network, that can be deployed in a neuromorphic setting, is
trained in tandem with pseudo-labels generated by the STDP clustering process
on the network outputs. We achieve $24.56\%$ higher accuracy and $3.5\times$
faster convergence speed at iso-accuracy on a 10-class subset of the Tiny
ImageNet dataset in contrast to a $k$-means clustering approach.
",cs.CV,2024-03-19,"[['Lu', 'Sen', ''], ['Sengupta', 'Abhronil', '']]",cs.CV
2501.10403,Using hypervisors to create a cyber polygon,"Measuring and computing devices in technological processes, 2024,
  Issue 3","  Cyber polygon used to train cybersecurity professionals, test new security
technologies and simulate attacks play an important role in ensuring
cybersecurity. The creation of such training grounds is based on the use of
hypervisors, which allow efficient management of virtual machines, isolating
operating systems and resources of a physical computer from virtual machines,
ensuring a high level of security and stability. The paper analyses various
aspects of using hypervisors in cyber polygons, including types of hypervisors,
their main functions, and the specifics of their use in modelling cyber
threats. The article shows the ability of hypervisors to increase the
efficiency of hardware resources, create complex virtual environments for
detailed modelling of network structures and simulation of real situations in
cyberspace.
",cs.CR cs.DC cs.NI,2025-01-22,"[['Tymoshchuk', 'Dmytro', ''], ['Yatskiv', 'Vasyl', '']]",cs.CR cs.DC cs.NI
2403.04963,"An In-depth Evaluation of GPT-4 in Sentence Simplification with
  Error-based Human Assessment",,"  Sentence simplification, which rewrites a sentence to be easier to read and
understand, is a promising technique to help people with various reading
difficulties. With the rise of advanced large language models (LLMs),
evaluating their performance in sentence simplification has become imperative.
Recent studies have used both automatic metrics and human evaluations to assess
the simplification abilities of LLMs. However, the suitability of existing
evaluation methodologies for LLMs remains in question. First, the suitability
of current automatic metrics on LLMs' simplification evaluation is still
uncertain. Second, current human evaluation approaches in sentence
simplification often fall into two extremes: they are either too superficial,
failing to offer a clear understanding of the models' performance, or overly
detailed, making the annotation process complex and prone to inconsistency,
which in turn affects the evaluation's reliability. To address these problems,
this study provides in-depth insights into LLMs' performance while ensuring the
reliability of the evaluation. We design an error-based human annotation
framework to assess the GPT-4's simplification capabilities. Results show that
GPT-4 generally generates fewer erroneous simplification outputs compared to
the current state-of-the-art. However, LLMs have their limitations, as seen in
GPT-4's struggles with lexical paraphrasing. Furthermore, we conduct
meta-evaluations on widely used automatic metrics using our human annotations.
We find that while these metrics are effective for significant quality
differences, they lack sufficient sensitivity to assess the overall
high-quality simplification by GPT-4.
",cs.CL cs.AI,2024-03-11,"[['Wu', 'Xuanxin', ''], ['Arase', 'Yuki', '']]",cs.CL cs.AI
2305.10270,Boosting Local Spectro-Temporal Features for Speech Analysis,,"  We introduce the problem of phone classification in the context of speech
recognition, and explore several sets of local spectro-temporal features that
can be used for phone classification. In particular, we present some
preliminary results for phone classification using two sets of features that
are commonly used for object detection: Haar features and SVM-classified
Histograms of Gradients (HoG).
",cs.CL cs.SD eess.AS,2023-08-08,"[['Guerzhoy', 'Michael', '']]",cs.CL cs.SD
2501.16210,New Frontiers in Fighting Misinformation,,"  Despite extensive research and development of tools and technologies for
misinformation tracking and detection, we often find ourselves largely on the
losing side of the battle against misinformation. In an era where
misinformation poses a substantial threat to public discourse, trust in
information sources, and societal and political stability, it is imperative
that we regularly revisit and reorient our work strategies. While we have made
significant strides in understanding how and why misinformation spreads, we
must now broaden our focus and explore how technology can help realise new
approaches to address this complex challenge more efficiently.
",cs.SI,2025-01-28,"[['Alani', 'Harith', ''], ['Burel', 'Grégoire', '']]",cs.SI
1912.01238,Overcoming Catastrophic Forgetting by Generative Regularization,,"  In this paper, we propose a new method to overcome catastrophic forgetting by
adding generative regularization to Bayesian inference framework. Bayesian
method provides a general framework for continual learning. We could further
construct a generative regularization term for all given classification models
by leveraging energy-based models and Langevin-dynamic sampling to enrich the
features learned in each task. By combining discriminative and generative loss
together, we empirically show that the proposed method outperforms
state-of-the-art methods on a variety of tasks, avoiding catastrophic
forgetting in continual learning. In particular, the proposed method
outperforms baseline methods over 15% on the Fashion-MNIST dataset and 10% on
the CUB dataset
",cs.LG stat.ML,2021-06-22,"[['Chen', 'Patrick H.', ''], ['Wei', 'Wei', ''], ['Hsieh', 'Cho-jui', ''], ['Dai', 'Bo', '']]",cs.LG
2402.00891,Large Language Models in Cybersecurity: State-of-the-Art,,"  The rise of Large Language Models (LLMs) has revolutionized our comprehension
of intelligence bringing us closer to Artificial Intelligence. Since their
introduction, researchers have actively explored the applications of LLMs
across diverse fields, significantly elevating capabilities. Cybersecurity,
traditionally resistant to data-driven solutions and slow to embrace machine
learning, stands out as a domain. This study examines the existing literature,
providing a thorough characterization of both defensive and adversarial
applications of LLMs within the realm of cybersecurity. Our review not only
surveys and categorizes the current landscape but also identifies critical
research gaps. By evaluating both offensive and defensive applications, we aim
to provide a holistic understanding of the potential risks and opportunities
associated with LLM-driven cybersecurity.
",cs.CR cs.AI cs.CL cs.LG,2024-02-05,"[['Motlagh', 'Farzad Nourmohammadzadeh', ''], ['Hajizadeh', 'Mehrdad', ''], ['Majd', 'Mehryar', ''], ['Najafi', 'Pejman', ''], ['Cheng', 'Feng', ''], ['Meinel', 'Christoph', '']]",cs.CR cs.AI cs.CL cs.LG
2210.15629,"Language Control Diffusion: Efficiently Scaling through Space, Time, and
  Tasks",,"  Training generalist agents is difficult across several axes, requiring us to
deal with high-dimensional inputs (space), long horizons (time), and
generalization to novel tasks. Recent advances with architectures have allowed
for improved scaling along one or two of these axes, but are still
computationally prohibitive to use. In this paper, we propose to address all
three axes by leveraging \textbf{L}anguage to \textbf{C}ontrol
\textbf{D}iffusion models as a hierarchical planner conditioned on language
(LCD). We effectively and efficiently scale diffusion models for planning in
extended temporal, state, and task dimensions to tackle long horizon control
problems conditioned on natural language instructions, as a step towards
generalist agents. Comparing LCD with other state-of-the-art models on the
CALVIN language robotics benchmark finds that LCD outperforms other SOTA
methods in multi-task success rates, whilst improving inference speed over
other comparable diffusion models by 3.3x~15x. We show that LCD can
successfully leverage the unique strength of diffusion models to produce
coherent long range plans while addressing their weakness in generating
low-level details and control.
",cs.LG cs.AI cs.CL,2024-12-10,"[['Zhang', 'Edwin', ''], ['Lu', 'Yujie', ''], ['Huang', 'Shinda', ''], ['Wang', 'William', ''], ['Zhang', 'Amy', '']]",cs.LG cs.AI cs.CL
2202.07521,"5G Enabled Fault Detection and Diagnostics: How Do We Achieve
  Efficiency?",,"  The 5th-generation wireless networks (5G) technologies and mobile edge
computing (MEC) provide great promises of enabling new capabilities for the
industrial Internet of Things. However, the solutions enabled by the 5G
ultra-reliable low-latency communication (URLLC) paradigm come with challenges,
where URLLC alone does not necessarily guarantee the efficient execution of
time-critical fault detection and diagnostics (FDD) applications. Based on the
Tennessee Eastman Process model, we propose the concept of the
communication-edge-computing (CEC) loop and a system model for evaluating the
efficiency of FDD applications. We then formulate an optimization problem for
achieving the defined CEC efficiency and discuss some typical solutions to the
generic CEC-based FDD services, and propose a new uplink-based communication
protocol called ""ReFlexUp"". From the performance analysis and numerical
results, the proposed ReFlexUp protocol shows its effectiveness compared to the
typical protocols such as Selective Repeat ARQ, HARQ, and ""Occupy CoW"" in terms
of the key metrics such as latency, reliability, and efficiency. These results
are further convinced from the mmWave-based simulations in a typical 5G
MEC-based implementation.
",cs.NI cs.SY eess.SY,2022-02-16,"[['Hu', 'Peng', ''], ['Zhang', 'Jinhuan', '']]",cs.NI cs.SY
2407.19299,"The Impact of LoRA Adapters for LLMs on Clinical NLP Classification
  Under Data Limitations",,"  Fine-tuning Large Language Models (LLMs) for clinical Natural Language
Processing (NLP) poses significant challenges due to the domain gap and limited
data availability. This study investigates the effectiveness of various adapter
techniques, equivalent to Low-Rank Adaptation (LoRA), for fine-tuning LLMs in a
resource-constrained hospital environment. We experimented with four
structures-Adapter, Lightweight, TinyAttention, and Gated Residual Network
(GRN)-as final layers for clinical notes classification. We fine-tuned
biomedical pre-trained models, including CamemBERT-bio, AliBERT, and DrBERT,
alongside two Transformer-based models. Our extensive experimental results
indicate that i) employing adapter structures does not yield significant
improvements in fine-tuning biomedical pre-trained LLMs, and ii) simpler
Transformer-based models, trained from scratch, perform better under resource
constraints. Among the adapter structures, GRN demonstrated superior
performance with accuracy, precision, recall, and an F1 score of 0.88.
Moreover, the total training time for LLMs exceeded 1000 hours, compared to
under 6 hours for simpler transformer-based models, highlighting that LLMs are
more suitable for environments with extensive computational resources and
larger datasets. Consequently, this study demonstrates that simpler
Transformer-based models can be effectively trained from scratch, providing a
viable solution for clinical NLP tasks in low-resource environments with
limited data availability. By identifying the GRN as the most effective adapter
structure, we offer a practical approach to enhance clinical note
classification without requiring extensive computational resources.
",cs.CL eess.SP,2024-07-30,"[['Le', 'Thanh-Dung', ''], ['Nguyen', 'Ti Ti', ''], ['Ha', 'Vu Nguyen', '']]",cs.CL
2401.08865,"The Effect of Intrinsic Dataset Properties on Generalization: Unraveling
  Learning Differences Between Natural and Medical Images",,"  This paper investigates discrepancies in how neural networks learn from
different imaging domains, which are commonly overlooked when adopting computer
vision techniques from the domain of natural images to other specialized
domains such as medical images. Recent works have found that the generalization
error of a trained network typically increases with the intrinsic dimension
($d_{data}$) of its training set. Yet, the steepness of this relationship
varies significantly between medical (radiological) and natural imaging
domains, with no existing theoretical explanation. We address this gap in
knowledge by establishing and empirically validating a generalization scaling
law with respect to $d_{data}$, and propose that the substantial scaling
discrepancy between the two considered domains may be at least partially
attributed to the higher intrinsic ``label sharpness'' ($K_\mathcal{F}$) of
medical imaging datasets, a metric which we propose. Next, we demonstrate an
additional benefit of measuring the label sharpness of a training set: it is
negatively correlated with the trained model's adversarial robustness, which
notably leads to models for medical images having a substantially higher
vulnerability to adversarial attack. Finally, we extend our $d_{data}$
formalism to the related metric of learned representation intrinsic dimension
($d_{repr}$), derive a generalization scaling law with respect to $d_{repr}$,
and show that $d_{data}$ serves as an upper bound for $d_{repr}$. Our
theoretical results are supported by thorough experiments with six models and
eleven natural and medical imaging datasets over a range of training set sizes.
Our findings offer insights into the influence of intrinsic dataset properties
on generalization, representation learning, and robustness in deep neural
networks. Code link: https://github.com/mazurowski-lab/intrinsic-properties
",cs.CV cs.LG eess.IV stat.ML,2024-02-22,"[['Konz', 'Nicholas', ''], ['Mazurowski', 'Maciej A.', '']]",cs.CV cs.LG
2207.11209,"Divide and Conquer: 3D Point Cloud Instance Segmentation With Point-Wise
  Binarization",,"  Instance segmentation on point clouds is crucially important for 3D scene
understanding. Most SOTAs adopt distance clustering, which is typically
effective but does not perform well in segmenting adjacent objects with the
same semantic label (especially when they share neighboring points). Due to the
uneven distribution of offset points, these existing methods can hardly cluster
all instance points. To this end, we design a novel divide-and-conquer strategy
named PBNet that binarizes each point and clusters them separately to segment
instances. Our binary clustering divides offset instance points into two
categories: high and low density points (HPs vs. LPs). Adjacent objects can be
clearly separated by removing LPs, and then be completed and refined by
assigning LPs via a neighbor voting method. To suppress potential
over-segmentation, we propose to construct local scenes with the weight mask
for each instance. As a plug-in, the proposed binary clustering can replace
traditional distance clustering and lead to consistent performance gains on
many mainstream baselines. A series of experiments on ScanNetV2 and S3DIS
datasets indicate the superiority of our model. In particular, PBNet ranks
first on the ScanNetV2 official benchmark challenge, achieving the highest mAP.
Code will be available publicly at https://github.com/weiguangzhao/PBNet.
",cs.CV,2023-11-27,"[['Zhao', 'Weiguang', ''], ['Yan', 'Yuyao', ''], ['Yang', 'Chaolong', ''], ['Ye', 'Jianan', ''], ['Yang', 'Xi', ''], ['Huang', 'Kaizhu', '']]",cs.CV
2401.16393,"Amazon's 2023 Drought: Sentinel-1 Reveals Extreme Rio Negro River
  Contraction",,"  The Amazon, the world's largest rainforest, faces a severe historic drought.
The Rio Negro River, one of the major Amazon River tributaries, reaches its
lowest level in a century in October 2023. Here, we used a U-net deep learning
model to map water surfaces in the Rio Negro River basin every 12 days in 2022
and 2023 using 10 m spatial resolution Sentinel-1 satellite radar images. The
accuracy of the water surface model was high with an F1-score of 0.93. The 12
days mosaic time series of water surface was generated from the Sentinel-1
prediction. The water surface mask demonstrated relatively consistent agreement
with the Global Surface Water (GSW) product from Joint Research Centre
(F1-score: 0.708) and with the Brazilian Mapbiomas Water initiative (F1-score:
0.686). The main errors of the map were omission errors in flooded woodland, in
flooded shrub and because of clouds. Rio Negro water surfaces reached their
lowest level around the 25th of November 2023 and were reduced to 68.1\%
(9,559.9 km$^2$) of the maximum water surfaces observed in the period 2022-2023
(14,036.3 km$^2$). Synthetic Aperture Radar (SAR) data, in conjunction with
deep learning techniques, can significantly improve near real-time mapping of
water surface in tropical regions.
",cs.CV,2024-01-30,"[['Wagner', 'Fabien H', ''], ['Favrichon', 'Samuel', ''], ['Dalagnol', 'Ricardo', ''], ['Hirye', 'Mayumi CM', ''], ['Mullissa', 'Adugna', ''], ['Saatchi', 'Sassan', '']]",cs.CV
2111.05464,Are Transformers More Robust Than CNNs?,,"  Transformer emerges as a powerful tool for visual recognition. In addition to
demonstrating competitive performance on a broad range of visual benchmarks,
recent works also argue that Transformers are much more robust than
Convolutions Neural Networks (CNNs). Nonetheless, surprisingly, we find these
conclusions are drawn from unfair experimental settings, where Transformers and
CNNs are compared at different scales and are applied with distinct training
frameworks. In this paper, we aim to provide the first fair & in-depth
comparisons between Transformers and CNNs, focusing on robustness evaluations.
  With our unified training setup, we first challenge the previous belief that
Transformers outshine CNNs when measuring adversarial robustness. More
surprisingly, we find CNNs can easily be as robust as Transformers on defending
against adversarial attacks, if they properly adopt Transformers' training
recipes. While regarding generalization on out-of-distribution samples, we show
pre-training on (external) large-scale datasets is not a fundamental request
for enabling Transformers to achieve better performance than CNNs. Moreover,
our ablations suggest such stronger generalization is largely benefited by the
Transformer's self-attention-like architectures per se, rather than by other
training setups. We hope this work can help the community better understand and
benchmark the robustness of Transformers and CNNs. The code and models are
publicly available at https://github.com/ytongbai/ViTs-vs-CNNs.
",cs.CV,2021-11-11,"[['Bai', 'Yutong', ''], ['Mei', 'Jieru', ''], ['Yuille', 'Alan', ''], ['Xie', 'Cihang', '']]",cs.CV
2411.17221,"AIGV-Assessor: Benchmarking and Evaluating the Perceptual Quality of
  Text-to-Video Generation with LMM",,"  The rapid advancement of large multimodal models (LMMs) has led to the rapid
expansion of artificial intelligence generated videos (AIGVs), which highlights
the pressing need for effective video quality assessment (VQA) models designed
specifically for AIGVs. Current VQA models generally fall short in accurately
assessing the perceptual quality of AIGVs due to the presence of unique
distortions, such as unrealistic objects, unnatural movements, or inconsistent
visual elements. To address this challenge, we first present AIGVQA-DB, a
large-scale dataset comprising 36,576 AIGVs generated by 15 advanced
text-to-video models using 1,048 diverse prompts. With these AIGVs, a
systematic annotation pipeline including scoring and ranking processes is
devised, which collects 370k expert ratings to date. Based on AIGVQA-DB, we
further introduce AIGV-Assessor, a novel VQA model that leverages
spatiotemporal features and LMM frameworks to capture the intricate quality
attributes of AIGVs, thereby accurately predicting precise video quality scores
and video pair preferences. Through comprehensive experiments on both AIGVQA-DB
and existing AIGV databases, AIGV-Assessor demonstrates state-of-the-art
performance, significantly surpassing existing scoring or evaluation methods in
terms of multiple perceptual quality dimensions.
",cs.CV,2024-11-27,"[['Wang', 'Jiarui', ''], ['Duan', 'Huiyu', ''], ['Zhai', 'Guangtao', ''], ['Wang', 'Juntong', ''], ['Min', 'Xiongkuo', '']]",cs.CV
2403.04113,"ZTRAN: Prototyping Zero Trust Security xApps for Open Radio Access
  Network Deployments",,"  The open radio access network (O-RAN) offers new degrees of freedom for
building and operating advanced cellular networks. Emphasizing on RAN
disaggregation, open interfaces, multi-vendor support, and RAN intelligent
controllers (RICs), O-RAN facilitates adaptation to new applications and
technology trends. Yet, this architecture introduces new security challenges.
This paper proposes leveraging zero trust principles for O-RAN security. We
introduce zero trust RAN (ZTRAN), which embeds service authentication,
intrusion detection, and secure slicing subsystems that are encapsulated as
xApps. We implement ZTRAN on the open artificial intelligence cellular (OAIC)
research platform and demonstrate its feasibility and effectiveness in terms of
legitimate user throughput and latency figures. Our experimental analysis
illustrates how ZTRAN's intrusion detection and secure slicing microservices
operate effectively and in concert as part of O-RAN Alliance's containerized
near-real time RIC. Research directions include exploring machine learning and
additional threat intelligence feeds for improving the performance and
extending the scope of ZTRAN.
",cs.CR cs.ET cs.SY eess.SY,2024-03-08,"[['Abdalla', 'Aly S.', ''], ['Moore', 'Joshua', ''], ['Adhikari', 'Nisha', ''], ['Marojevic', 'Vuk', '']]",cs.CR cs.ET cs.SY
